name,place_id,author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated
The Barn,ChIJ2cX20UmqfkgRUtFIpONY6G8,Tracy Catherall,https://www.google.com/maps/contrib/115968252443143273645/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZpUqaRtVT0ClrxpI9uQbdP8OQTHHOH72rA3E2R=s128-c0x00000000-cc-rp-mo,4,2 months ago,Had another lovely meal here tonight. Mentioned last night after finishing our meal that steak would be lovely as a choice on the menu for Valentines night. Arrived at the Barn for our meal to see steak as a special on the menu. Great service from Lyndsey and Richard and all the staff. Always a friendly and warm welcome from everyone. Thankyou for another lovely meal.,1676415016,False
The Barn,ChIJ2cX20UmqfkgRUtFIpONY6G8,Matthew Pullan,https://www.google.com/maps/contrib/115629279789297604456/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbyro9-jQM9CEshUttvd1Q-abMXtY0Qqbga1nef=s128-c0x00000000-cc-rp-mo,5,a month ago,"Great , home cooked food . Brilliant service and lovely atmosphere and surroundings",1681111640,False
The Barn,ChIJ2cX20UmqfkgRUtFIpONY6G8,Deka Troubleshooters,https://www.google.com/maps/contrib/112042270033642448196/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxacEzrQJzD-E1KKOiR0l79TFva3MY-aXhFjyTBx=s128-c0x00000000-cc-rp-mo-ba3,3,2 weeks ago,"Not a huge menu choice but what we had was good, a little pricey nonetheless, but as a campsite pub exclusivity comes at a premium, not that busy but still had to attract staff attention to order food, and again to pay,",1682272260,False
The Barn,ChIJ2cX20UmqfkgRUtFIpONY6G8,Laura Myers,https://www.google.com/maps/contrib/107809021830565156017/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5ShizIGZ8Jddurpf6Gz8EHl2XxcE7mcu-hoj_Lz5w=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Lovely food, nice pint of cider and very dog friendly! Rang on a whim for a table and accommodated no problem (Monday night) really nice place, if we were staying longer in the area we'd definitely return.",1638876102,False
Richard Ⅲ Hotel,ChIJ9RA17HkbfEgR2OUwm-xqZPA,James Kilner,https://www.google.com/maps/contrib/109804521272030128529/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbR5WoKqCP25KxKoh6JsQoHMiyXL7LP5u8oOn_R=s128-c0x00000000-cc-rp-mo-ba5,4,3 months ago,Great pub for atmosphere but sadly a disappointing choice of ales. Only 3 of potentially 5 offered and those 3 were no different to anything else offered nearby.,1675472515,False
Richard Ⅲ Hotel,ChIJ9RA17HkbfEgR2OUwm-xqZPA,Malcolm Jones,https://www.google.com/maps/contrib/109106510006709946383/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZEF1TDsuV1WD8mrHD05rnw2srOEFc3W6_Sqcn1=s128-c0x00000000-cc-rp-mo,4,5 months ago,"Lovely old pub/hotel, cosy rooms, good food, good beers. Very friendly staff. Roaring fires in the bars. Good atmosphere.",1669562778,False
Richard Ⅲ Hotel,ChIJ9RA17HkbfEgR2OUwm-xqZPA,Steve Allison,https://www.google.com/maps/contrib/105919572437863107805/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5RbP9NesfkUG2CumSouAobVmvSDVHoJEBYePK4x=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,"Good food, fast service even though busy. Lovely surroundings and a cosy atmosphere with good fires. Strongly recommended!",1672326060,False
Richard Ⅲ Hotel,ChIJ9RA17HkbfEgR2OUwm-xqZPA,Dave Pitts-Burnett,https://www.google.com/maps/contrib/116723760824169532129/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SWf4Nu21YeEbIL2Jder_B-dVX7kmWkWSqFmUfZFYQ=s128-c0x00000000-cc-rp-mo-ba2,5,2 months ago,"Amazing little hotel, rooms over the pub, which even when very busy, was not too loud upstairs.  Cracking staff and food was amazing.",1677849713,False
Richard Ⅲ Hotel,ChIJ9RA17HkbfEgR2OUwm-xqZPA,Richard,https://www.google.com/maps/contrib/103893466821362107506/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbNnefUA4eVlyRQxrgSrSPZv42k9MsXMpyV0ndo=s128-c0x00000000-cc-rp-mo-ba2,4,2 months ago,Food was very nice and price very reasonable. Also beer was good value for the area.,1678224287,False
The Fox & Hounds Inn,ChIJ87GU0oYQfEgRpJwZnYaWN-A,Megan Pulliam,https://www.google.com/maps/contrib/116422821344880372236/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QlExBgVSYfgrLEOhMDP7Yk4MXYr-cSno1Bn4G8Rg=s128-c0x00000000-cc-rp-mo,5,4 months ago,Fabulous local pub! Delicious food. Cozy atmosphere. Beautifully acquainted guest rooms with the most comfortable bed I’ve ever slept on! Joanne and John are the best hosts. Can’t recommend this place more!,1672016123,False
The Fox & Hounds Inn,ChIJ87GU0oYQfEgRpJwZnYaWN-A,Megan Whitley,https://www.google.com/maps/contrib/111691245741115615943/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxb8AhDHLLM2yRhOAdA_wgAykl1Og_DWELbkFR8t=s128-c0x00000000-cc-rp-mo,5,2 months ago,"Staying a few nights in North Yorkshire, visited here for evening meal! Definitely recommend Steak and Chips. The steak tasted lovely and was perfectly cooked to medium. Also highly recommend the apple and Berry crumble 100%! Hats off to the chef! On top of great food, the staff were lovely too, attentive and very polite and friendly!",1677965210,False
The Fox & Hounds Inn,ChIJ87GU0oYQfEgRpJwZnYaWN-A,Andrea Susan Campbell,https://www.google.com/maps/contrib/106093592503950454670/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZWRMGQZQr4lbOFF2gX4UjYrUvUbc8rpu7ouQFE=s128-c0x00000000-cc-rp-mo-ba4,5,2 months ago,"We visited here after we had walked all day. Great for walkers, warm fire burning, staff were friendly and welcoming. Service was prompt our  multiple drink orders. Facilities all very clean and modern. Much appreciated.",1676023641,False
The Fox & Hounds Inn,ChIJ87GU0oYQfEgRpJwZnYaWN-A,Pauline Straw,https://www.google.com/maps/contrib/110556527511222321403/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Rabc3crzMnfnR9eA4zzadzWGgCFHKWpySVADew=s128-c0x00000000-cc-rp-mo-ba5,5,a month ago,"Charming pub, great service and lovely friendly locals who made us feel at home. I can't comment on the rooms or food as we just had a drink",1680029291,False
The Fox & Hounds Inn,ChIJ87GU0oYQfEgRpJwZnYaWN-A,Ben Hawley,https://www.google.com/maps/contrib/117098096688340627325/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TA-UxH4U1arpiPmuKAorGxJpo_Xpi22yuHopxJ=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,"Nipped in for lunch on the way home and it was really nice. Open fire, good beer and the Tandoori Chicken burger I had was great.",1678295346,False
Freemasons Arms,ChIJu8ks1cyofkgRgwABFqSEYvc,Darren Shorrock,https://www.google.com/maps/contrib/112684632926375346492/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbDxcu2IbdIvGY5NJHRGFo3X3K_VrIK1uJ7Ajq9=s128-c0x00000000-cc-rp-mo,5,a year ago,Would 100% recommend The Freemasons Arms for food which is very good. I had the steak pie which was one of the best I have ever had. I followed this with the crumble which was again very very good. However can I mention Hannah who greated us with the warmest of welcomes and was very friendly during our visit. It goes a long way when you get 1st class service along with superb food. Will definitely return.,1652130328,False
Freemasons Arms,ChIJu8ks1cyofkgRgwABFqSEYvc,Ian WestYorks,https://www.google.com/maps/contrib/112994711247754236907/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TnJuUmX0k5MnuyXgh9ZY0lHe4YCxx2OauoLPLY32g=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"A complete gem of a gastropub only minutes away from junction 50 on the A1. Car parking available opposite the pub is a little limited but the premises are modern and tastes fully appointed. The service is personable, friendly and helps makes a fantastic ambience. The menu is interesting and varied, with good quality produce and beautiful presentation. Two wood burners just add to the effect. Excellent food - would strongly recommend.",1577549279,False
Freemasons Arms,ChIJu8ks1cyofkgRgwABFqSEYvc,Phillip Du Plooy,https://www.google.com/maps/contrib/100867593609446837608/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Tw_p_5v8hMMAUyomSBcqleJtJHmJRUB1JGSYadzHw=s128-c0x00000000-cc-rp-mo-ba4,5,a month ago,"Really nice platters and the service was really good, really nice to see such a great place open again and we will be back for some more of that good food",1680985016,False
Freemasons Arms,ChIJu8ks1cyofkgRgwABFqSEYvc,Ashley Gavin,https://www.google.com/maps/contrib/106706321420555481010/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QBuy87rYZ2DGkBfxKtAkBg7rrsPLGtfYBVOcjVlYQ=s128-c0x00000000-cc-rp-mo-ba2,5,4 years ago,Went for a family meal and the food was amazing. I would highly reccomend going for a meal. Friendly staff too.,1556213694,False
Freemasons Arms,ChIJu8ks1cyofkgRgwABFqSEYvc,Louise “Lou” Preston,https://www.google.com/maps/contrib/102461775588916107317/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5Ra4cdA-uFLPArDTUdQk8bBJFV327hmDZhn_XJa=s128-c0x00000000-cc-rp-mo-ba2,5,10 months ago,"One of the BEST meals we’ve had anywhere in a long long time! Absolutely superb and can’t wait to go back again on our next visit up to Yorkshire in August for hubby’s birthday! Lovely to see so many villagers as well as outsiders use this pub. Refurbishment done very well, staff super friendly and doggy friendly in the bar area! Do book as it gets super busy even on week nights! Highly recommend",1655727430,False
Spice of Bengal,ChIJf-LBy3ymfkgRcq3L_it5wcU,Linda Bramwell,https://www.google.com/maps/contrib/116284299029533283573/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYVvXGj9GjsnNIaoV_CKgiCki81kYkva46KTd_n=s128-c0x00000000-cc-rp-mo,5,2 months ago,Under new management and it was a fatastic night will  definitely be going again food was lovely,1676152130,False
Spice of Bengal,ChIJf-LBy3ymfkgRcq3L_it5wcU,Eddie Wilson,https://www.google.com/maps/contrib/104600297333451361085/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5RUDhbnsuFqFpBfuZiNRwK6-ByRJw48lc2BR4fj=s128-c0x00000000-cc-rp-mo,1,a year ago,"Ordered online from their website. Order was accepted. Was due to be collected at 6.35pm. Set off in my car at about 6.10pm. Upon arrival, there was a message from the restaurant at 6.18pm that they were closed and order cancelled. To my surprise, the restaurant was open. I enquired as to why my order had been cancelled and was told that they were not accepting online orders and my money would be refunded. No apology was offered and the person was very offhand. DON'T ORDER ONLINE!",1646337825,False
Spice of Bengal,ChIJf-LBy3ymfkgRcq3L_it5wcU,Jon B,https://www.google.com/maps/contrib/115587481525406805924/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZpZjt1enjom9uYu091R-L4sy91-wH_H88yDZwx=s128-c0x00000000-cc-rp-mo,5,a year ago,"2 of us wandered in on a Sunday evening for a sit-down meal. Hadn't booked... Of the 3 curry houses in Bedale, this looks the most unassuming. Don't be deceived or put off by that - we found the food to be excellent. Starter: sharing platter for 2. Arrived sizzling & tasted great. Freshly cooked & plenty of it. Mains were of similarly high quality, tasting great & also seemed to be freshly cooked. Of the 3 curries we had on our recent holiday, this restaurant served the best meat to sauce ratio. 😊 Another bonus was the price: having paid £50+ for similar menu choices earlier in my holiday, & though that to be ""ok"" value-wise, our bill here came to sub-£40, & tasted even better. Result! Just need to find an excuse to go back there...",1630526967,False
Spice of Bengal,ChIJf-LBy3ymfkgRcq3L_it5wcU,roger hall,https://www.google.com/maps/contrib/108390748144841835561/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QnBuoLzgMHTdJ45dVrYAsQrdRZguUR-48_B6j0Pw=s128-c0x00000000-cc-rp-mo,4,3 weeks ago,"Had a takeaway, really tasty and filling",1681325798,False
Spice of Bengal,ChIJf-LBy3ymfkgRcq3L_it5wcU,Bob Scrase,https://www.google.com/maps/contrib/117572465657114810156/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxaLCMye3F77zIhn53MpmPKDZ4hyjyaisrq7KsCA=s128-c0x00000000-cc-rp-mo,4,2 years ago,"11 of us (six adults, five children) visited Saturday 12/09/20 - we hadn't booked - the food was excellent, hot and tasty and met our various needs (gluten free, vegan, pescatarian). VERY reasonable price too. Would definitely recommend.",1600195934,False
Co-op Food - Masham,ChIJ0eSXVD6ofkgRyYsIQxxoNUM,Andrew Franklin,https://www.google.com/maps/contrib/111699671577711264831/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxb6O1DMK8Djtrr5vCsctYcQhhmKdfVoveXHJqFV=s128-c0x00000000-cc-rp-mo-ba5,5,3 months ago,Plenty of parking and great service. Very well stocked. Clean and tidy Great customer service Definitely 5 stars for the overall shopping experience,1675272704,False
Co-op Food - Masham,ChIJ0eSXVD6ofkgRyYsIQxxoNUM,Bob Hogan,https://www.google.com/maps/contrib/102785992673274907894/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxawPDLuLNfypEguzrEie5w-0bH1fuBZXPT9poDL=s128-c0x00000000-cc-rp-mo,4,a month ago,Very well stocked... But no bottle bank or package recycling,1679314376,False
Co-op Food - Masham,ChIJ0eSXVD6ofkgRyYsIQxxoNUM,Dave J,https://www.google.com/maps/contrib/104078812539511657305/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SUSOSdhetrd8t1IFx2UVszmm3QRtnV8TPn14nv5g=s128-c0x00000000-cc-rp-mo-ba4,4,6 months ago,"Just a relatively small, local convenience store stocking most of the general day to day requirements and normal Co-op brands.",1665624338,False
Co-op Food - Masham,ChIJ0eSXVD6ofkgRyYsIQxxoNUM,Sarah Ward,https://www.google.com/maps/contrib/102875541812617697962/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5T8bUcMCKcCunTEy3v7wWsIbAD3z89OwdAITvlvxw=s128-c0x00000000-cc-rp-mo-ba4,4,4 years ago,"Good value products, this Co-op had everything we needed for a quick shop whilst on holiday. Managed to get some good bargains in here and the staff were really nice. The shop itself was really well kept from the outside and inside, even though I do not usually comment on the cleanliness of a shop, this was noticeably clean and tidy.",1533236490,False
Co-op Food - Masham,ChIJ0eSXVD6ofkgRyYsIQxxoNUM,felicity hill,https://www.google.com/maps/contrib/101966605545090141573/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxaTuW3a4-5QKVcjqlygBUg105FH8Mv68sh30-90=s128-c0x00000000-cc-rp-mo,5,5 years ago,"Best local shop in the county. Friendly staff, will take suggestions for products & stock them. Very good range of stock, fresh veg, great meat. All at a good price. Easy atmosphere, so functional unlike other crowded, crabby shops. Great to browse or dash!!",1520341240,False
Jakes Plaice,ChIJEcpW1WKmfkgRdrLjfiUsi6I,John Martin,https://www.google.com/maps/contrib/106767896124735958412/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZN9t3LOZJkK61lOsY9-mj89-iymLQktxgdpVFc=s128-c0x00000000-cc-rp-mo,1,3 months ago,"Horrifically bad fish and chips. No customers there, I wouldn't have gone there unless my elderly parents had insisted. Everything wrong that can be wrong with fish and chips. Greasy, bad tasting fish, chips overcooked in oil too cold. Oil dripping off the paper. Overpriced and shameless. Avoid at all costs so someone else can take it over and do it properly.",1673722952,False
Jakes Plaice,ChIJEcpW1WKmfkgRdrLjfiUsi6I,Lewis B,https://www.google.com/maps/contrib/106909988736167126175/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxY1N_D0JLqFe88rPv5Qpl4vfsEmW8ckbSMp9jUU1w=s128-c0x00000000-cc-rp-mo,1,7 months ago,"This was the worst fish and chips I have ever had in my life. The oil was dripping off the fish and it tasted sour, I was then told there was only one size portions and she proceeded to put about 20 chips in a bag and ask for £8 I shouldn’t have paid. Time for a change of profession",1663782445,False
Jakes Plaice,ChIJEcpW1WKmfkgRdrLjfiUsi6I,Molly Hare,https://www.google.com/maps/contrib/108977278841631574338/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QDTlanRkYgAbY5kCkIBdTX5-t6CuNGdfOb1fO-EA=s128-c0x00000000-cc-rp-mo,1,8 months ago,Worst fish ever. It was so dried up my husband took it back for me. Meanwhile his fish and chips were getting cold and his fish was equally disgusting. Waste of £14 for 2 fish and a bag of chips.,1662483980,False
Jakes Plaice,ChIJEcpW1WKmfkgRdrLjfiUsi6I,Dean,https://www.google.com/maps/contrib/110814172128743641476/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZ67WxafEhJUjVFF5vI1shFYVykAAbhax9MtDVD=s128-c0x00000000-cc-rp-mo,1,2 years ago,"Appalling Food standards, the fish was Tuff, bland and greasy. The batter was chewy and discoloured. The chips were almost ok but I wouldn't even dare feed that ""food"" to my cat. Overall the food was inedible. (definitely reheats). I strongly advise that you stay away from this so-called restaurant This was an absolute waste of money  If it stays like this it will be shut down by the food standards agency!",1602610436,False
Jakes Plaice,ChIJEcpW1WKmfkgRdrLjfiUsi6I,Brian Ireland,https://www.google.com/maps/contrib/104040334812445901583/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QJgZMw8fzlegMIQMUxEnCG6tfJ5XraxI6rswkkHA=s128-c0x00000000-cc-rp-mo-ba3,1,2 years ago,You’d expect chips to be at least decent from a fish and chips shop however these were just awful. Tasted like the beef dripping (if your vegetarian it’s also a no no!) was overused and for £1.80 for a small chips which quite frankly wasn’t even a child’s portion I wouldn’t bother again. One to avoid!,1597772676,False
The Terrace Restaurant,ChIJ_TXykw6pfkgRgtWJnkI6uWw,Leigh Bird,https://www.google.com/maps/contrib/112768507220169951671/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SKk0TcCD4xewHAIFgIjIsAuUEOJhmsAnB2YJzPDA=s128-c0x00000000-cc-rp-mo-ba4,5,4 weeks ago,We’ve been for afternoon tea and lunch here several times now and it never disappoints. The Terrace has a beautiful modern setting (indoors and out) which is a real counterpoint to the very trad setting of the hotel.  They cater for vegetarians and various dietary intolerances. One of our party this week is gluten intolerant and everything on the menu was available to her. She said the bread in her sandwich was fantastic.  The burger never disappoints!  Like the new small plates options too.,1681227518,False
The Terrace Restaurant,ChIJ_TXykw6pfkgRgtWJnkI6uWw,Julie Richardson,https://www.google.com/maps/contrib/108706249202250867214/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYYWMo7hYCje8CO38ZWdHkyHY1NfNTZbREbpEiZ=s128-c0x00000000-cc-rp-mo-ba3,5,a month ago,"I had southern coated chicken to start which I can highly recommend, followed by an outstanding burger. Service was great everyone very friendly.",1680909489,False
The Terrace Restaurant,ChIJ_TXykw6pfkgRgtWJnkI6uWw,Jordan Beagle,https://www.google.com/maps/contrib/109753218137125374800/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5T9eOnvlNft7mjldyC9A_RhbpU0HcCAUXrXnmOD=s128-c0x00000000-cc-rp-mo,3,a year ago,"The food is not very good here, nor are the wait staff. Our fish cakes were unbelievably salty, so much so we barely made it half way through them and downed all of the table water. When we raised it with the waiter they were ambivalent to our feedback; a few moments later and we saw the chef shaking his head and bickering about our comments. Nice setting but I’d stick to hot drinks / snacks and avoid a main course here.",1651179351,False
The Terrace Restaurant,ChIJ_TXykw6pfkgRgtWJnkI6uWw,Andrew Ruff,https://www.google.com/maps/contrib/102640723286932888075/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbC0J2nUKFZwMKENalOwSMKHURUV-s2rvhV7Zwg=s128-c0x00000000-cc-rp-mo,5,7 months ago,Amazing food . Staff were very friendly and helpful. Beautiful  surroundings.,1664785845,False
The Terrace Restaurant,ChIJ_TXykw6pfkgRgtWJnkI6uWw,Michael Pierce,https://www.google.com/maps/contrib/113807174713079106574/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5SMkZoLSjLmXN0Ar-3HsuoaDa3JIltQFmeSphiD=s128-c0x00000000-cc-rp-mo,4,a month ago,"Just had a coffee and a sandwich, but we will be coming back.",1679906226,False
Co-op Food - Bedale,ChIJgWJN0XymfkgRZaUXITAXNVo,Speklz,https://www.google.com/maps/contrib/104946716893723564118/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TKbk7CBCIMjfZ1_Gi5h2LSYRcvgC_uXvF9ok3qkA=s128-c0x00000000-cc-rp-mo-ba4,1,a month ago,"£3.35 for the cheapest gf loaf of bread. Ridiculous, bumped your prices by 50p in the past few months. Hate when I'm forced to shop his prices are getting silly. Can't wait till they close and hopefully asda replaces this shop.",1680084123,False
Co-op Food - Bedale,ChIJgWJN0XymfkgRZaUXITAXNVo,Annabelle Luker,https://www.google.com/maps/contrib/101522992276783627962/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxaK8u7ogZH8X-6yAsLGLXsHEWNrDRCA5mLAm9lA=s128-c0x00000000-cc-rp-mo,1,4 months ago,They took away my favourite snack the m&m bars 💀,1670945225,False
Co-op Food - Bedale,ChIJgWJN0XymfkgRZaUXITAXNVo,Guy Critchlow,https://www.google.com/maps/contrib/110785099740257312656/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5TpIXq-RLB0l8akdtINflnXry9A8LSp6Qm3rMEpghc=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,"Right in the middle of Bedale, you can park easily in the spaces off the main road (one of those discs required in certain times). Quite deceptively large store which is well stocked for both quick and weekly shop.",1551623189,False
Co-op Food - Bedale,ChIJgWJN0XymfkgRZaUXITAXNVo,Katharine Bailey,https://www.google.com/maps/contrib/101086816052278625548/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5T-lsv322dPRjE5EY_eAziLjPK-CExBUQw9QB3-=s128-c0x00000000-cc-rp-mo,3,a year ago,"Very smart now it's been done up. But I don't think stock has increased, and I can now never find the back door!!🤣",1623395174,False
Co-op Food - Bedale,ChIJgWJN0XymfkgRZaUXITAXNVo,Emma Parfett,https://www.google.com/maps/contrib/116382440153466989465/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxb_VCG_Oh8XGEvaV236Wsm080-Qx8sgp9WRP_ll=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"Now they've finished their upgrade it's such an improvement. Bigger, and more produce to chose from, it's even easier now to spend my money there on my lunch break looking for a tea for later!",1623221937,False
Kirkby Fisheries,ChIJ3WdIxYupfkgR2m4kMpwrgAs,Claire Allanson,https://www.google.com/maps/contrib/101479604947719396138/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbgGq908FY91cbTtKsO9s0ksnB0qa5Wp4MAglkk=s128-c0x00000000-cc-rp-mo,5,3 weeks ago,"The best fish and chips we have ever had..... and we've had a lot!!! Service is amazing, always happy and chatty. Highly recommend 👌",1681753665,False
Kirkby Fisheries,ChIJ3WdIxYupfkgR2m4kMpwrgAs,Rachel Hinchliffe,https://www.google.com/maps/contrib/103421960861105715926/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZ6FRHw02k0WyGi-iTHLrQOeX_i9lg33GdmU4cD=s128-c0x00000000-cc-rp-mo,5,3 months ago,We popped in after a trip to Studley Royal Deer Park. The fish and chips were delicious and served with a smile. Will visit again when we are up that neck of the woods!,1674853277,False
Kirkby Fisheries,ChIJ3WdIxYupfkgR2m4kMpwrgAs,Stan Booth,https://www.google.com/maps/contrib/106852854633267953975/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5QeENiUP7coo3bFT5KrA00AHnaoCnATVIZnwJ6I_A=s128-c0x00000000-cc-rp-mo,5,a year ago,"Best Fish and Chips in the North of England. ***** 5 Star all day Long.*****  Me and my wife came across this chippy by luck. What can I say... The fish was perfectly cooked, nice and crispy, and tasted amazing with the perfect batter! Highly recommend! Thanks for making my day. The only problem for me is that its 100 miles from my house. But its still worth the trip.  See you next Saturday. Stan",1634912541,False
Kirkby Fisheries,ChIJ3WdIxYupfkgR2m4kMpwrgAs,Robin Oxborough,https://www.google.com/maps/contrib/114333961508462903465/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxbTMbineNwmKEaK_eS5W3kcv6hMvNPLuhTTFRPi=s128-c0x00000000-cc-rp-mo,5,6 months ago,Excellent fish 🐠 and chips 🍟. Definitely recommend if you are in the area but check the opening times first.,1667758689,False
Kirkby Fisheries,ChIJ3WdIxYupfkgR2m4kMpwrgAs,Raymond Wheeler,https://www.google.com/maps/contrib/103844456940750229927/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZTzr1jM3cUYYbIU1xgBj3u0WCAvZkIxhRLJmyv=s128-c0x00000000-cc-rp-mo-ba5,5,a year ago,Great little fish and chip shop in the village. I had the fish and chips one night . The fish was tasty and there was a good portion of chips. Two days later I went and tried the pizzas and they were excellent. The dough base was light and crispy and there was a good amount of tasty toppings . I would highly recommend if you are in the area.,1621112847,False
The Food Weighouse - Bedale,ChIJf-LBy3ymfkgRR1yWDmF6S7Y,Philip,https://www.google.com/maps/contrib/117149389803191586189/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYDbm4R4cONGRFfy9fkWr5boo_MEcxiT4PPU0Ob=s128-c0x00000000-cc-rp-mo-ba3,5,6 years ago,"Asked Mark to send me some whole cloves as we couldn't find any in our area at the right price to finish a project off.  He couldn't do enough for us, nothing was too much trouble. He was extremely helpful and suggested we buy in bulk as we needed quite a few packs. Mark was a pleasure to do business with. I'll definitely use them in future, even though we live miles away.",1480514981,False
The Food Weighouse - Bedale,ChIJf-LBy3ymfkgRR1yWDmF6S7Y,Naomi Hay-Gibson,https://www.google.com/maps/contrib/100714097239533455211/reviews,en,en,https://lh3.googleusercontent.com/a-/ACB-R5ROZMokkRqzIiCofZAGk_2AUom-ld1Xz4ZoqPKHYg=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"Helpful and friendly! The staff are patient and understanding, and will help everyone looking for ingredients and good quality food.",1648558738,False
The Food Weighouse - Bedale,ChIJf-LBy3ymfkgRR1yWDmF6S7Y,Tim Ford,https://www.google.com/maps/contrib/117056876501394458768/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxYhjVApTh8uDZZN4ZAEfoEmI94FGTIvawWEq8DM=s128-c0x00000000-cc-rp-mo,5,2 years ago,Great shop. Christmas cake mix. Always excellent.,1601028653,False
The Food Weighouse - Bedale,ChIJf-LBy3ymfkgRR1yWDmF6S7Y,James Frazer (House and Home),https://www.google.com/maps/contrib/112147021203265205842/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxaC3jtHKEke3p-OuX8F-1TwVFyePeg2Ig_cNIeK=s128-c0x00000000-cc-rp-mo,5,8 years ago,"Lots of variety, pick 'n' mix, and friendly staff. :)",1406803934,False
The Food Weighouse - Bedale,ChIJf-LBy3ymfkgRR1yWDmF6S7Y,Rob Perkins,https://www.google.com/maps/contrib/111409880934249432060/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxZD5DLinH_KZLnIc--AFiWvRa6i1UJyAPSIDved=s128-c0x00000000-cc-rp-mo,5,5 years ago,Nice and cheap,1495837333,False
The Milbank Arms,ChIJIxq4zLuofkgR9Jv5C6gpl_o,Bob Brown,https://www.google.com/maps/contrib/113430670460088907073/reviews,en,en,https://lh3.googleusercontent.com/a/AGNmyxaAYR4uwvlVsDmrbiSbZ_skXyalxRiE3_KP8ieZ=s128-c0x00000000-cc-rp-mo,5,6 months ago,"Went for Sunday lunch actually chose from special boards. 1 had lamb shank the other had vegetarian option. Both were really good. Well cooked very hot, plain food suited us perfectly. Staff were excellent too. Will definitely go back.",1666537881,False
